ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-04-30T18:02:58+00:00,solana,2LUZGzSprX6DJQGKGaXvGSYnuf4xHfCuJCeeKHfymoon,disbelief,,,,anomaly_watch,62.59,25.0,100.0,0.0,0.0,sudden_rise_price_plus_volume;ml_isolation_forest_anomaly
2026-04-30T18:02:58+00:00,solana,Fb2m7QUgxuaHUvrdJtCamWz1sasknjReBYaLdsHaYK7z,VDOR,,,,anomaly_watch,66.0,0.0,78.96,0.0,0.0,sudden_rise_price_plus_volume;ml_isolation_forest_anomaly
2026-04-30T18:02:58+00:00,solana,E8syR4zsgQG2zo9YyiyfX4ujubByR4z6qj9stjASpump,STJUDE,,,,anomaly_watch,40.27,6.68,78.08,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-04-30T18:02:58+00:00,solana,48kPZXqzENDvqpbrin83UtERWKDeeqvxRbaTcb71fNZA,00,,,,watch,12.5,12.5,68.5,0.0,50.0,risk:mintable;risk:freeze_authority
2026-04-30T18:02:58+00:00,solana,HNQD8zctxhPMPxd4fRx8w8egU2rHfYVDabymgmHAPQNB,BEAST,,,,watch,51.57,6.65,68.31,0.0,0.0,sudden_rise_price_plus_volume
2026-04-30T18:02:58+00:00,solana,41ZWaZaii7hFpFgHXtx5ecPQ5jtr6D8Q1bwbbrsXg6xb,GREENHOUSE,,,,watch,66.0,0.0,65.0,0.0,0.0,sudden_rise_price_plus_volume
2026-04-30T18:02:58+00:00,solana,JBi6cZkY7D4185b6VB9K4zF2U5ivN5ri3nusKVVUkT8b,ROO,,,,watch,30.0,30.83,65.0,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,9sKNCsRCt2LpHLmzsohghEicj6PUG9THFY6VQzHepump,ROO,,,,watch,30.0,22.11,64.4,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,2CKp88BFyPzr7gEuQKXMJ9cqa24AFXUNC41FR7udpump,Walter,,,,watch,3.34,39.82,51.05,0.0,0.0,selloff_distribution
2026-04-30T18:02:58+00:00,solana,7vwF2T7LaSAUev9E3k7V2C1ZEPE1scomZLPmtVZYpump,JPM,,,,watch,30.0,13.26,46.86,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,HrMp2mmpyDZJ65Mspzib7NJPXeZe2cvY5stfHG9nhWTH,PUP,,,,watch,1.74,30.76,44.9,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,DEtojt6XRjDSSF3YM9TkXJwXUun6zV98C51C3AkNpump,REAAAD,,,,watch,30.0,0.01,42.44,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,AoLFMZBMrZQanVsAm93MsbAQNCMB5okh7oLLWhRfpump,a-cat,,,,watch,30.0,7.07,41.0,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,2ssMotVbTUfRJev2UnibHzHsoeszPzgwbfsTZPSHpump,Wish,,,,watch,3.94,27.07,39.63,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,8cfkDRN7k8tPE8bVPgKxVKncKeTzJCm1p3UAUcwcpump,HYDROMANCER,,,,watch,30.0,5.64,38.78,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,6AVAUKa9uxQpruHZUinFECpXEh1usRVtzQWK8N2wpump,SCAM,,,,watch,8.46,19.56,37.3,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,3KHMZhpthXuiCcgfTv7vVu9PpEz64KAEURFwi6Lopump,Goblin,,,,watch,3.95,21.58,35.03,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,3TYgKwkE2Y3rxdw9osLRSpxpXmSC1C1oo19W9KHspump,BULL,,,,watch,11.64,11.71,29.36,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,Ha5Z2DfRv6Ar2nAeBLCGWHqzwXKL3of4DqKwzzwpump,FOFAR,,,,watch,3.34,11.99,21.4,0.0,0.0,normal_watch
2026-04-30T18:02:58+00:00,solana,2MU93nLHhDsHzgEYBKbVbwLDd2pi71ubGp8SkEv9dZwQ,SPC,,,,watch,4.35,6.58,15.36,0.0,0.0,normal_watch
