ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-04-24T23:24:39+00:00,arbitrum,0xe401e2161c71216577dc03bb647ea4364165e12f,Test,,,,watch,0.0,15.5,0.0,0.0,62.0,risk:mintable;risk:freeze_authority;risk:thin_liquidity
2026-04-24T23:24:39+00:00,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,DIA,,,,watch,0.87,6.25,10.99,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x0c1c1c109fe34733fca54b82d7b46b75cfb71f6e,CHIP,,,,watch,0.0,10.54,10.79,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x912ce59144191c1204e64559fe8253a0e49e6548,ARB,,,,watch,0.0,6.79,5.69,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,,,,watch,0.0,6.41,6.21,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,,,,watch,0.0,6.29,2.99,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,aArbWETH,,,,watch,0.0,6.29,5.72,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x7f9fbf9bdd3f4105c478b996b648fe6e828a1e98,APE,,,,watch,0.0,6.27,3.93,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,,,,watch,0.0,6.25,3.4,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0x7fae3ca39fe14a4d0551b4e642cc160588ba9f4f,BRBNT,,,,watch,0.0,6.25,0.0,0.0,25.0,risk:freeze_authority
2026-04-24T23:24:39+00:00,arbitrum,0xbcd40826435764e148fd463b5cc9fe7849a12cb9,BRBNT,,,,watch,0.0,6.25,0.0,0.0,25.0,risk:freeze_authority
